text,category,length_type
"property taxes",Business,Short
"insurance costs",Business,Short
"capital expenditures",Business,Short
"tenant improvements",Business,Short
"leasing commissions",Business,Short
"vacancy loss",Business,Short
"effective rent",Business,Short
"market rent",Business,Short
"rent escalation",Business,Short
"CPI adjustment",Business,Short
"fixed increases",Business,Short
"fair market",Business,Short
"renewal options",Business,Short
"expansion rights",Business,Short
"right of first refusal",Business,Short
"purchase option",Business,Short
"termination rights",Business,Short
"sublease provisions",Business,Short
"assignment restrictions",Business,Short
"use restrictions",Business,Short
"exclusive use",Business,Short
"co-tenancy clause",Business,Short
"go-dark provisions",Business,Short
"continuous operations",Business,Short
"radius restrictions",Business,Short
"non-compete provisions",Business,Short
"Global stock markets surged today after the Federal Reserve signaled it would pause interest rate hikes, boosting investor confidence across major indices including the S&P 500 and Dow Jones Industrial Average.",Business,Long
"Wall Street closed higher on Friday as technology stocks led gains, with the Nasdaq Composite rising 2.3 percent amid optimism about corporate earnings in the tech sector.",Business,Long
"Asian markets opened mixed on Monday following concerns about China's economic slowdown and its potential impact on global trade and commodity prices.",Business,Long
"European stocks fell sharply after weaker-than-expected manufacturing data from Germany raised concerns about the region's economic health and potential recession.",Business,Long
"The FTSE 100 index reached a new all-time high as mining and energy stocks rallied on the back of rising commodity prices and strong quarterly results.",Business,Long
"Apple announced record quarterly revenue of $123 billion, driven by strong iPhone sales and growing services business, exceeding analyst expectations.",Business,Long
"Microsoft completed its acquisition of the gaming company for $69 billion, marking the largest deal in the technology industry's history.",Business,Long
"Amazon reported a significant increase in cloud computing revenue as more businesses migrate their operations to AWS infrastructure.",Business,Long
"Tesla shares dropped 8 percent after the electric vehicle maker reported lower-than-expected deliveries for the third quarter.",Business,Long
"Google's parent company Alphabet announced plans to lay off 12,000 employees as part of a broader cost-cutting initiative across the tech industry.",Business,Long
"Meta Platforms invested $10 billion in virtual reality and metaverse development despite reporting declining advertising revenue.",Business,Long
"Samsung Electronics reported a 30 percent decline in quarterly profits due to weak demand for memory chips and smartphones.",Business,Long
"Netflix added 8 million new subscribers after launching its ad-supported tier, beating Wall Street expectations for the streaming giant.",Business,Long
"JPMorgan Chase reported record annual profits of $48 billion as rising interest rates boosted the bank's lending margins significantly.",Business,Long
"The European Central Bank raised interest rates by 50 basis points to combat persistent inflation across the eurozone.",Business,Long
"Goldman Sachs announced plans to cut 3,200 jobs as investment banking revenue declined amid a slowdown in mergers and acquisitions.",Business,Long
"Citigroup agreed to pay $400 million to settle regulatory charges related to risk management failures in its trading operations.",Business,Long
"HSBC reported strong quarterly earnings driven by its Asian operations, particularly in wealth management and commercial banking.",Business,Long
"Bank of England held interest rates steady at 5.25 percent while signaling that further increases may be necessary to control inflation.",Business,Long
"Credit Suisse was acquired by UBS in an emergency rescue deal worth $3.2 billion after a crisis of confidence in the Swiss bank.",Business,Long
"US unemployment rate fell to 3.4 percent, the lowest level in 54 years, as employers added 517,000 jobs in January.",Business,Long
"China's economy grew by 5.2 percent in 2023, meeting the government's target despite challenges from the property sector crisis.",Business,Long
"UK inflation dropped to 4 percent in December, down from its peak of 11 percent, raising hopes for interest rate cuts.",Business,Long
"The World Bank lowered its global growth forecast to 2.1 percent amid concerns about high interest rates and geopolitical tensions.",Business,Long
"India's GDP grew by 7.6 percent, making it the fastest-growing major economy and attracting significant foreign investment.",Business,Long
"Japan's central bank surprised markets by adjusting its yield curve control policy, sending the yen sharply higher against the dollar.",Business,Long
"Germany officially entered a technical recession after two consecutive quarters of economic contraction amid energy price concerns.",Business,Long
"US trade deficit narrowed to $67 billion in November as exports increased and imports of consumer goods declined.",Business,Long
"Oil prices jumped above $90 per barrel as OPEC+ members announced additional production cuts to support the market.",Business,Long
"Natural gas prices in Europe fell to their lowest level in two years as mild winter weather reduced heating demand.",Business,Long
"Gold prices reached a record high of $2,100 per ounce as investors sought safe-haven assets amid banking sector turmoil.",Business,Long
"Copper prices rallied on expectations of increased demand from China's economic reopening and green energy transition.",Business,Long
"BP reported annual profits of $28 billion, the highest in the company's 114-year history, amid elevated oil and gas prices.",Business,Long
"Shell announced plans to increase shareholder returns through $4 billion in additional share buybacks over the next quarter.",Business,Long
"Walmart reported strong holiday sales as consumers sought value amid inflation, with comparable store sales rising 8 percent.",Business,Long
"Amazon Prime Day generated $12 billion in sales, setting a new record for the annual shopping event despite economic concerns.",Business,Long
"Target shares fell after the retailer warned of declining sales and increased theft affecting its quarterly results.",Business,Long
"Starbucks raised prices for the fourth time this year as the coffee chain battles rising labor and ingredient costs.",Business,Long
"Nike reported better-than-expected quarterly results as demand for athletic footwear remained strong in North America.",Business,Long
"McDonald's raised menu prices by an average of 10 percent to offset higher food and labor costs across its restaurants.",Business,Long
"US home sales fell for the twelfth consecutive month as high mortgage rates continued to dampen buyer demand.",Business,Long
"Commercial real estate values declined by 15 percent as office vacancy rates reached record highs in major cities.",Business,Long
"Housing starts increased unexpectedly in February as builders responded to a shortage of existing homes for sale.",Business,Long
"Mortgage rates topped 7 percent for the first time since 2007, pushing homeownership further out of reach for many Americans.",Business,Long
"Chinese property developer Evergrande defaulted on its offshore bonds, raising concerns about the country's real estate sector.",Business,Long
"Artificial intelligence startup OpenAI was valued at $29 billion in a new funding round led by Microsoft and venture capital firms.",Business,Long
"Semiconductor stocks surged after Nvidia reported record revenue driven by explosive demand for AI chips and data center products.",Business,Long
"IBM announced a major restructuring to focus on cloud computing and artificial intelligence, cutting 3,900 jobs in the process.",Business,Long
"Intel shares dropped after the chipmaker reported disappointing results and warned of continued weakness in PC demand.",Business,Long
"Salesforce acquired Slack for $27.7 billion to strengthen its position in enterprise collaboration and communication software.",Business,Long
"JPMorgan Chase reported a 15% increase in quarterly profits, driven by strong performance in investment banking and trading divisions. The bank's CEO announced plans to expand digital banking services while maintaining traditional branch operations. Analysts have upgraded the stock to 'buy' with a price target of $185, citing improved margins and strategic investments in technology infrastructure.",Business,Long
"The Federal Reserve maintained its key interest rate at 5.25% while signaling potential rate cuts in the coming quarters if inflation continues to moderate. Fed Chair Jerome Powell emphasized the central bank's commitment to achieving price stability while supporting sustainable economic growth. Market participants are now pricing in two rate cuts for the year, with bond yields falling and equity markets responding positively to the dovish guidance.",Business,Long
"Goldman Sachs announced a major restructuring of its consumer banking division, Marcus, after reporting significant losses in the segment. The investment bank will shift focus to wealth management and transaction banking while scaling back unprofitable retail operations. This strategic pivot comes amid changing consumer behavior and increased competition from fintech companies disrupting traditional banking models.",Business,Long
"Apple unveiled its new product roadmap during the annual developer conference, highlighting advancements in artificial intelligence and augmented reality technologies. The tech giant announced partnerships with several automakers to integrate its operating system into next-generation vehicles. Analysts project these moves could create new revenue streams worth $50 billion annually by 2030.",Business,Long
"Amazon's cloud computing division, AWS, reported record-breaking revenue of $25 billion for the quarter, surpassing analyst expectations. The company announced new artificial intelligence services and expanded data center capacity across three continents. This growth comes despite increased competition from Microsoft Azure and Google Cloud in the rapidly expanding cloud infrastructure market.",Business,Long
"The global semiconductor industry is experiencing a cyclical recovery as inventory levels normalize and demand from automotive and industrial sectors accelerates. Leading chip manufacturers including TSMC and Samsung have announced capacity expansion plans worth over $100 billion collectively. This investment cycle is expected to alleviate supply constraints and support technological innovation across multiple industries.",Business,Long
"Commercial real estate markets face significant headwinds as remote work trends persist and refinancing challenges emerge amid higher interest rates. Office vacancy rates in major metropolitan areas have reached 20-year highs, putting pressure on property values and developer profitability. Industry experts predict a prolonged adjustment period requiring creative repurposing of underutilized commercial spaces.",Business,Long
"Chinese automakers are rapidly expanding their presence in European markets, offering electric vehicles at competitive price points. BYD, Nio, and other manufacturers have captured 8% market share in key European countries, up from just 2% two years ago. This expansion is prompting regulatory scrutiny and calls for protective measures from established European automakers.",Business,Long
"India's digital payment ecosystem has revolutionized financial inclusion, with UPI transactions surpassing 10 billion per month. The government-backed system has attracted significant foreign investment while reducing reliance on cash transactions. This transformation is creating new business opportunities in fintech, e-commerce, and digital financial services across the subcontinent.",Business,Long
"Microsoft completed its acquisition of Activision Blizzard for $69 billion, creating the world's third-largest gaming company by revenue. The deal faced extensive regulatory scrutiny across multiple jurisdictions before receiving final approval. Integration plans include expanding Xbox Game Pass and developing new intellectual property combining both companies' creative talents.",Business,Long
"Pfizer's acquisition of Seagen for $43 billion marks a strategic shift toward oncology-focused pharmaceutical development. The deal provides Pfizer with cutting-edge antibody-drug conjugate technology and a pipeline of cancer treatments. Industry analysts believe this positions the company for growth as its COVID-19 related revenue declines.",Business,Long
"Walmart announced ambitious sustainability goals, pledging to achieve zero emissions across its global operations by 2040. The retailer is investing $2 billion in renewable energy projects and supply chain optimization initiatives. These measures are expected to reduce operating costs while addressing growing consumer demand for environmentally responsible business practices.",Business,Long
"The luxury goods sector shows remarkable resilience despite economic uncertainty, with LVMH reporting 17% sales growth in the latest quarter. High-net-worth consumers continue spending on premium products, particularly in jewelry, watches, and leather goods categories. This performance contrasts with broader consumer sentiment indicators suggesting cautious spending patterns.",Business,Long
"ExxonMobil announced record annual profits of $56 billion, driven by elevated oil prices and disciplined capital allocation. The company increased dividend payments by 10% and authorized an additional $35 billion in share repurchases. These returns come amid ongoing investments in low-carbon solutions including carbon capture and hydrogen production technologies.",Business,Long
"Renewable energy investment reached $1.7 trillion globally, surpassing fossil fuel investments for the first time in history. Solar and wind projects accounted for 90% of new power generation capacity added worldwide. This transition is creating new supply chain opportunities while challenging traditional energy business models.",Business,Long
"Nvidia's data center revenue surged 400% year-over-year as demand for artificial intelligence processors continues to accelerate. The company announced next-generation chip architecture specifically optimized for large language model training. This technological leadership has propelled Nvidia's market capitalization above $2 trillion, making it one of the world's most valuable companies.",Business,Long
"Tesla reported vehicle delivery numbers below analyst estimates, triggering concerns about slowing electric vehicle demand. The company announced price reductions across several models and temporary production slowdowns at multiple factories. These developments come amid increased competition and changing regulatory environments in key markets worldwide.",Business,Long
"Small business confidence declined for the fifth consecutive month as owners cite inflation pressures, labor challenges, and credit availability concerns. The National Federation of Independent Business survey shows reduced hiring intentions and capital expenditure plans. Government initiatives aimed at supporting small enterprises through loan guarantees and tax incentives have seen mixed results.",Business,Long
"The franchising industry is experiencing robust growth, with food service and service-based concepts leading expansion. Franchise owners report average revenue increases of 12% despite rising operational costs. Industry associations project continued growth fueled by entrepreneurial interest and proven business model replication.",Business,Long
"Agricultural commodity prices have moderated from pandemic-era peaks but remain elevated due to climate impacts and geopolitical factors. Major grain producers are investing in precision farming technologies to optimize yields amid changing weather patterns. The sector faces ongoing challenges balancing food security needs with sustainability requirements and economic viability.",Business,Long
"Vertical farming startups have attracted $3 billion in venture capital funding despite questions about unit economics and scalability. These companies promise year-round production with minimal water usage and transportation emissions. Successful implementations in urban food deserts demonstrate potential for addressing both nutritional and environmental challenges.",Business,Long
"stock market crash",Business,Short
"Dow Jones Industrial Average",Business,Short
"S&P 500 index",Business,Short
"NASDAQ composite",Business,Short
"bull market rally",Business,Short
"bear market decline",Business,Short
"stock trading volume",Business,Short
"market capitalization",Business,Short
"earnings per share",Business,Short
"quarterly earnings report",Business,Short
"Apple Inc revenue",Business,Short
"Microsoft Corporation",Business,Short
"Amazon quarterly results",Business,Short
"Tesla stock price",Business,Short
"Google Alphabet earnings",Business,Short
"Meta Facebook business",Business,Short
"Netflix subscriber growth",Business,Short
"JPMorgan Chase bank",Business,Short
"Goldman Sachs investment",Business,Short
"Berkshire Hathaway",Business,Short
"merger and acquisition",Business,Short
"initial public offering IPO",Business,Short
"venture capital funding",Business,Short
"private equity investment",Business,Short
"hedge fund returns",Business,Short
"cryptocurrency bitcoin",Business,Short
"blockchain technology business",Business,Short
"supply chain disruption",Business,Short
"inflation rate increase",Business,Short
"interest rate hike",Business,Short
"Federal Reserve policy",Business,Short
"economic recession fears",Business,Short
"GDP growth forecast",Business,Short
"unemployment rate",Business,Short
"consumer spending",Business,Short
"retail sales report",Business,Short
"corporate bankruptcy",Business,Short
"profit margin decline",Business,Short
"revenue growth",Business,Short
"dividend payout",Business,Short
"Wall Street trading",Business,Short
"Fortune 500 company",Business,Short
"business news today",Business,Short
"financial markets update",Business,Short
"corporate earnings",Business,Short
"CEO resignation",Business,Short
"startup funding round",Business,Short
"market volatility",Business,Short
"trade deficit",Business,Short
"economic outlook",Business,Short
"Apple Inc",Business,Short
"Microsoft Corporation",Business,Short
"Amazon earnings",Business,Short
"Google Alphabet",Business,Short
"Meta Platforms",Business,Short
"Tesla stock",Business,Short
"Nvidia semiconductor",Business,Short
"JPMorgan Chase",Business,Short
"Bank of America",Business,Short
"Goldman Sachs",Business,Short
"Morgan Stanley",Business,Short
"Walmart retail",Business,Short
"Target Corporation",Business,Short
"Home Depot",Business,Short
"Costco wholesale",Business,Short
"Disney entertainment",Business,Short
"Netflix streaming",Business,Short
"Adobe Systems",Business,Short
"Salesforce CRM",Business,Short
"Intel chips",Business,Short
"AMD processors",Business,Short
"IBM consulting",Business,Short
"Cisco Systems",Business,Short
"Oracle database",Business,Short
"SAP software",Business,Short
"ExxonMobil oil",Business,Short
"Chevron energy",Business,Short
"Shell petroleum",Business,Short
"BP British",Business,Short
"Toyota Motors",Business,Short
"Ford Motor",Business,Short
"General Motors",Business,Short
"Volkswagen AG",Business,Short
"BMW Group",Business,Short
"Mercedes-Benz",Business,Short
"Boeing aircraft",Business,Short
"Airbus SE",Business,Short
"Lockheed Martin",Business,Short
"Raytheon Technologies",Business,Short
"Pfizer pharmaceuticals",Business,Short
"Johnson & Johnson",Business,Short
"Merck & Co",Business,Short
"AbbVie biopharmaceutical",Business,Short
"Thermo Fisher",Business,Short
"UnitedHealth Group",Business,Short
"CVS Health",Business,Short
"McKesson Corporation",Business,Short
"Cigna healthcare",Business,Short
"Humana insurance",Business,Short
"Procter & Gamble",Business,Short
"stock market",Business,Short
"bond yields",Business,Short
"interest rates",Business,Short
"inflation data",Business,Short
"GDP growth",Business,Short
"unemployment rate",Business,Short
"consumer spending",Business,Short
"retail sales",Business,Short
"housing starts",Business,Short
"manufacturing PMI",Business,Short
"trade deficit",Business,Short
"budget surplus",Business,Short
"fiscal policy",Business,Short
"monetary policy",Business,Short
"Federal Reserve",Business,Short
"central bank",Business,Short
"SEC regulations",Business,Short
"IPO pricing",Business,Short
"merger announcement",Business,Short
"acquisition deal",Business,Short
"bankruptcy filing",Business,Short
"dividend payment",Business,Short
"share buyback",Business,Short
"earnings report",Business,Short
"revenue guidance",Business,Short
"profit margin",Business,Short
"operating income",Business,Short
"cash flow",Business,Short
"balance sheet",Business,Short
"income statement",Business,Short
"supply chain",Business,Short
"logistics management",Business,Short
"inventory levels",Business,Short
"working capital",Business,Short
"capital expenditure",Business,Short
"research development",Business,Short
"market share",Business,Short
"competitive advantage",Business,Short
"business strategy",Business,Short
"corporate governance",Business,Short
"risk management",Business,Short
"compliance requirements",Business,Short
"tax liability",Business,Short
"audit committee",Business,Short
"board directors",Business,Short
"CEO compensation",Business,Short
"executive leadership",Business,Short
"organizational restructuring",Business,Short
"cost reduction",Business,Short
"revenue growth",Business,Short
"profitability improvement",Business,Short
"market expansion",Business,Short
"product launch",Business,Short
"brand positioning",Business,Short
"customer acquisition",Business,Short
"client retention",Business,Short
"sales forecast",Business,Short
"marketing campaign",Business,Short
"advertising spend",Business,Short
"public relations",Business,Short
"gross margin",Business,Short
"operating margin",Business,Short
"net income",Business,Short
"EPS",Business,Short
"ROI",Business,Short
"ROE",Business,Short
"ROA",Business,Short
"EBITDA",Business,Short
"EBIT",Business,Short
"inventory balance",Business,Short
"inventory turnover",Business,Short
"inventory productivity",Business,Short
"days inventory on hand",Business,Short
"accounts receivable",Business,Short
"accounts payable",Business,Short
"cash flow",Business,Short
"balance sheet",Business,Short
"income statement",Business,Short
"profit and loss",Business,Short
"technology sector",Business,Short
"financial services",Business,Short
"healthcare industry",Business,Short
"energy markets",Business,Short
"consumer goods",Business,Short
"industrial manufacturing",Business,Short
"real estate",Business,Short
"telecommunications",Business,Short
"utilities sector",Business,Short
"materials mining",Business,Short
"transportation logistics",Business,Short
"aerospace defense",Business,Short
"automotive industry",Business,Short
"pharmaceutical biotechnology",Business,Short
"retail commerce",Business,Short
"hospitality tourism",Business,Short
"media entertainment",Business,Short
"education services",Business,Short
"agriculture farming",Business,Short
"construction engineering",Business,Short
"quarterly earnings",Business,Short
"annual meeting",Business,Short
"shareholder vote",Business,Short
"proxy statement",Business,Short
"insider trading",Business,Short
"stock options",Business,Short
"venture capital",Business,Short
"private equity",Business,Short
"hedge fund",Business,Short
"mutual fund",Business,Short
"index fund",Business,Short
"exchange traded",Business,Short
"derivatives trading",Business,Short
"commodity prices",Business,Short
"currency exchange",Business,Short
"foreign investment",Business,Short
"direct offering",Business,Short
"secondary market",Business,Short
"market capitalization",Business,Short
"enterprise value",Business,Short
"Tesla CEO Elon Musk announced major changes to the company's electric vehicle production strategy.",Business,Mid
"The cryptocurrency market experienced significant volatility as Bitcoin dropped below key support levels.",Business,Mid
"Amazon Web Services reported strong cloud computing growth despite overall tech sector slowdown.",Business,Mid
"Small businesses struggle with rising costs and supply chain challenges in the current economy.",Business,Mid
"The Federal Reserve's interest rate decision impacts mortgage rates and consumer borrowing.",Business,Mid
"Tech layoffs continue as major companies cut workforce to reduce operational costs.",Business,Mid
"Retail stocks rally ahead of holiday shopping season with optimistic consumer spending forecasts.",Business,Mid
"Oil prices surge following OPEC production cut announcement affecting energy sector stocks.",Business,Mid
"Banking sector faces renewed scrutiny after regional bank failures raise systemic concerns.",Business,Mid
"Corporate mergers and acquisitions activity slows amid economic uncertainty and higher rates.",Business,Mid
"The Federal Reserve announced a 25 basis point interest rate hike to combat persistent inflation.",Business,Mid
"Amazon's quarterly earnings exceeded analyst expectations with 12% revenue growth.",Business,Mid
"Stock markets closed higher following positive employment data and strong corporate earnings.",Business,Mid
"Microsoft announced a major restructuring plan affecting approximately 5,000 employees globally.",Business,Mid
"Oil prices rose 3% after OPEC+ extended production cuts through next quarter.",Business,Mid
"Tesla delivered 485,000 vehicles last quarter, missing Wall Street estimates.",Business,Mid
"Goldman Sachs reported investment banking revenue declined 20% amid dealmaking slowdown.",Business,Mid
"Retail sales increased 0.7% in December, indicating resilient consumer spending.",Business,Mid
"The unemployment rate held steady at 3.7% as job growth moderated.",Business,Mid
"Ford announced plans to delay $12 billion in electric vehicle investments.",Business,Mid
"Commercial real estate vacancies reached record highs in downtown business districts.",Business,Mid
"Airline stocks fell after jet fuel prices surged 15% this month.",Business,Mid
"Cryptocurrency markets stabilized following regulatory clarity from major economies.",Business,Mid
"Walmart launched same-day drone delivery in six additional metropolitan areas.",Business,Mid
"Bank of America reported strong net interest income growth of 10%.",Business,Mid
"Manufacturing activity contracted for the eighth consecutive month.",Business,Mid
"Uber achieved its first full-year net profit since going public.",Business,Mid
"China's exports grew unexpectedly despite global economic headwinds.",Business,Mid
"Disney announced a $60 billion investment in theme parks and cruise lines.",Business,Mid
"Pharmaceutical companies face patent expirations affecting $200 billion in revenue.",Business,Mid
"Home Depot reported declining sales as housing market activity slowed.",Business,Mid
"Semiconductor stocks rallied on artificial intelligence demand optimism.",Business,Mid
"European Central Bank maintained interest rates amid recession concerns.",Business,Mid
"Boeing delivered 45 commercial aircraft last month despite production challenges.",Business,Mid
"Starbucks opened 500 new stores in China during the past year.",Business,Mid
"Corporate debt issuance reached record levels as companies refinanced obligations.",Business,Mid
"Agricultural commodity prices fell amid improved global harvest forecasts.",Business,Mid
"Insurance companies face increased claims from climate-related disasters.",Business,Mid
"Renewable energy companies attracted $500 billion in new investment.",Business,Mid
"Japanese yen weakened to 150 against the US dollar.",Business,Mid
"McDonald's global comparable sales grew 8.8% last quarter.",Business,Mid
"Shipping container rates normalized as supply chain bottlenecks eased.",Business,Mid
"Private equity fundraising declined 30% from record 2022 levels.",Business,Mid
"Automobile manufacturers increased electric vehicle production targets.",Business,Mid
"Consumer confidence improved for the third consecutive month.",Business,Mid
"Industrial production increased 0.3% after two months of declines.",Business,Mid
"Biotech startups raised $15 billion in venture capital funding.",Business,Mid
"Commercial airline passenger traffic reached 95% of pre-pandemic levels.",Business,Mid
"Coffee prices surged due to supply constraints in major producing regions.",Business,Mid
"Construction companies face labor shortages and material cost inflation.",Business,Mid
"Dividend payments by S&P 500 companies reached record levels.",Business,Mid
"Electric vehicle charging infrastructure expanded by 40% last year.",Business,Mid
"Fashion retailers reported strong online sales growth during holidays.",Business,Mid
"Gaming industry revenue exceeded $200 billion globally.",Business,Mid
"Hotel occupancy rates improved as business travel recovered.",Business,Mid
"Insurance premium rates increased across most coverage categories.",Business,Mid
"Luxury goods companies reported strong sales in Asian markets.",Business,Mid
"Mining companies face increasing environmental compliance costs.",Business,Mid
"Online advertising revenue grew 10% despite privacy changes.",Business,Mid
"Pharmaceutical research and development spending reached $250 billion.",Business,Mid
